,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,marketing_strategy,total_nights,total_revenue
1557,City Hotel,0,73,2016,December,49,3,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,234.0,0,Transient,60.98,0,1,Check-Out,04-12-2016,Early Booking Discount + Special Request Bonus,1,60.98
1558,City Hotel,0,3,2016,December,49,2,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,117.5,0,2,Check-Out,04-12-2016,Last-Minute Deal + Special Request Bonus,2,235.0
1559,City Hotel,0,42,2016,November,49,30,2,4,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,48.5,0,1,Check-Out,06-12-2016,Early Booking Discount + Special Request Bonus,6,291.0
1560,City Hotel,0,20,2016,December,50,4,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,88.0,0,1,Check-Out,06-12-2016,Generic Marketing + Special Request Bonus,2,176.0
1561,City Hotel,0,103,2016,December,50,9,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,79.2,0,2,Check-Out,11-12-2016,Early Booking Discount + Special Request Bonus,2,158.4
1562,City Hotel,0,25,2016,December,50,7,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,88.4,0,1,Check-Out,11-12-2016,Generic Marketing + Special Request Bonus,4,353.6
1563,City Hotel,0,55,2016,December,50,9,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,79.2,0,1,Check-Out,12-12-2016,Early Booking Discount + Special Request Bonus,3,237.60000000000002
1564,City Hotel,0,68,2016,December,50,10,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,79.2,0,0,Check-Out,13-12-2016,Early Booking Discount,3,237.60000000000002
1565,City Hotel,0,5,2016,December,51,13,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,96.0,0,1,Check-Out,14-12-2016,Last-Minute Deal + Special Request Bonus,1,96.0
1566,City Hotel,0,34,2016,December,51,17,1,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,234.0,0,Transient,56.16,0,0,Check-Out,19-12-2016,Early Booking Discount,2,112.32
1567,City Hotel,0,101,2016,December,51,15,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,234.0,0,Transient,200.0,0,0,Check-Out,20-12-2016,Early Booking Discount,5,1000.0
1568,City Hotel,0,32,2016,December,51,17,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,66.59,1,1,Check-Out,21-12-2016,Early Booking Discount + Special Request Bonus,4,266.36
1569,City Hotel,0,26,2016,December,52,21,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,67.76,0,1,Check-Out,22-12-2016,Generic Marketing + Special Request Bonus,1,67.76
1570,City Hotel,0,53,2016,December,51,17,2,5,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,74.8,0,2,Check-Out,24-12-2016,Early Booking Discount + Special Request Bonus,7,523.6
1571,City Hotel,0,53,2016,December,51,17,2,5,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,74.8,0,2,Check-Out,24-12-2016,Early Booking Discount + Special Request Bonus,7,523.6
1572,City Hotel,0,18,2016,December,52,23,0,2,4,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,234.0,0,Transient,199.43,0,2,Check-Out,25-12-2016,Generic Marketing + Special Request Bonus,2,398.86
1573,City Hotel,0,89,2016,December,52,22,2,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,234.0,0,Transient,94.72,0,0,Check-Out,27-12-2016,Early Booking Discount,5,473.6
1574,City Hotel,0,1,2016,December,53,25,2,0,4,0,0,BB,USA,Online TA,Direct,0,0,0,F,F,1,No Deposit,74.78223350253808,234.0,0,Transient,120.0,0,2,Check-Out,27-12-2016,Last-Minute Deal + Special Request Bonus,2,240.0
1575,City Hotel,0,87,2016,December,53,25,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,79.2,0,0,Check-Out,27-12-2016,Early Booking Discount,2,158.4
1576,City Hotel,0,87,2016,December,53,25,2,0,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,234.0,0,Transient,131.0,1,0,Check-Out,27-12-2016,Early Booking Discount,2,262.0
1577,City Hotel,0,11,2016,December,53,27,0,1,2,2,0,BB,USA,Direct,Direct,0,0,0,F,F,1,No Deposit,74.78223350253808,234.0,0,Transient,209.0,0,0,Check-Out,28-12-2016,Generic Marketing,1,209.0
1578,City Hotel,0,163,2016,December,53,26,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,122.4,0,2,Check-Out,29-12-2016,Early Booking Discount + Special Request Bonus,3,367.20000000000005
1579,City Hotel,0,163,2016,December,53,26,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,122.4,0,2,Check-Out,29-12-2016,Early Booking Discount + Special Request Bonus,3,367.20000000000005
1580,City Hotel,0,1,2016,December,53,29,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,9.0,234.0,0,Transient,188.0,0,1,Check-Out,31-12-2016,Last-Minute Deal + Special Request Bonus,2,376.0
1581,City Hotel,0,1,2016,December,53,29,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient,120.0,0,1,Check-Out,31-12-2016,Last-Minute Deal + Special Request Bonus,2,240.0
1582,City Hotel,0,36,2016,December,53,30,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,234.0,0,Transient,206.0,0,0,Check-Out,31-12-2016,Early Booking Discount,1,206.0
1583,City Hotel,0,23,2016,December,53,30,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,188.0,0,2,Check-Out,31-12-2016,Generic Marketing + Special Request Bonus,1,188.0
1584,City Hotel,0,23,2016,December,53,30,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,148.0,0,2,Check-Out,01-01-2017,Generic Marketing + Special Request Bonus,2,296.0
1585,City Hotel,0,1,2016,December,53,31,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,234.0,0,Transient,172.8,0,0,Check-Out,02-01-2017,Last-Minute Deal,2,345.6
1586,City Hotel,0,0,2017,January,1,3,0,2,2,0,0,BB,USA,Direct,Direct,1,0,1,D,D,0,No Deposit,14.0,234.0,0,Transient,108.0,0,0,Check-Out,05-01-2017,Last-Minute Deal,2,216.0
1587,City Hotel,0,5,2017,January,1,1,2,0,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,234.0,0,Transient,110.25,0,1,Check-Out,03-01-2017,Last-Minute Deal + Special Request Bonus,2,220.5
1588,City Hotel,0,88,2017,January,1,2,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,234.0,0,Transient,168.33,0,1,Check-Out,04-01-2017,Early Booking Discount + Special Request Bonus,2,336.66
1589,City Hotel,0,50,2017,January,1,3,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,79.2,0,0,Check-Out,04-01-2017,Early Booking Discount,1,79.2
1590,City Hotel,0,42,2016,December,53,29,2,5,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,234.0,0,Transient,146.29,0,0,Check-Out,05-01-2017,Early Booking Discount,7,1024.03
1591,City Hotel,0,0,2017,January,1,2,1,2,1,0,0,BB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,74.78223350253808,234.0,0,Transient,109.33,0,0,Check-Out,05-01-2017,Last-Minute Deal,3,327.99
1592,City Hotel,0,40,2017,January,1,3,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,67.76,0,1,Check-Out,06-01-2017,Early Booking Discount + Special Request Bonus,3,203.28000000000003
1593,City Hotel,0,12,2017,January,1,3,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient,90.1,0,1,Check-Out,06-01-2017,Generic Marketing + Special Request Bonus,3,270.29999999999995
1594,City Hotel,0,3,2017,January,1,5,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,90.1,0,1,Check-Out,08-01-2017,Last-Minute Deal + Special Request Bonus,3,270.29999999999995
1595,City Hotel,0,22,2017,January,1,7,0,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,1,No Deposit,74.78223350253808,234.0,0,Transient-Party,67.0,0,2,Check-Out,08-01-2017,Generic Marketing + Special Request Bonus,1,67.0
1596,City Hotel,0,32,2017,January,1,4,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,68.07,0,1,Check-Out,08-01-2017,Early Booking Discount + Special Request Bonus,4,272.28
1597,City Hotel,0,21,2017,January,1,6,0,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,K,0,No Deposit,74.78223350253808,234.0,0,Transient-Party,67.0,0,2,Check-Out,08-01-2017,Generic Marketing + Special Request Bonus,2,134.0
1598,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1599,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1600,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1601,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1602,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1603,City Hotel,0,0,2017,January,2,9,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,1,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Last-Minute Deal + Special Request Bonus,2,134.0
1604,City Hotel,0,10,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,69.0,0,2,Check-Out,11-01-2017,Generic Marketing + Special Request Bonus,3,207.0
1605,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,0,Check-Out,11-01-2017,Early Booking Discount,3,201.0
1606,City Hotel,0,10,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,69.0,0,2,Check-Out,11-01-2017,Generic Marketing + Special Request Bonus,3,207.0
1607,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1608,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1609,City Hotel,0,75,2017,January,2,8,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,201.0
1610,City Hotel,0,75,2017,January,2,8,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,4,No Deposit,330.0,234.0,0,Transient-Party,78.0,0,2,Check-Out,11-01-2017,Early Booking Discount + Special Request Bonus,3,234.0
1611,City Hotel,0,75,2017,January,2,8,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,1,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,0,Check-Out,11-01-2017,Early Booking Discount,3,201.0
1612,City Hotel,0,343,2017,January,2,9,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,71.1,0,3,Check-Out,12-01-2017,Early Booking Discount + Special Request Bonus,3,213.29999999999998
1613,City Hotel,0,74,2017,January,1,7,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,2,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,12-01-2017,Early Booking Discount + Special Request Bonus,5,335.0
1614,City Hotel,0,27,2017,January,2,12,0,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,74.78223350253808,234.0,0,Transient-Party,67.0,0,2,Check-Out,14-01-2017,Generic Marketing + Special Request Bonus,2,134.0
1615,City Hotel,0,74,2017,January,1,7,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,1,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,12-01-2017,Early Booking Discount + Special Request Bonus,5,335.0
1616,City Hotel,0,0,2017,January,2,9,1,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,53.52,0,0,Check-Out,12-01-2017,Last-Minute Deal,3,160.56
1617,City Hotel,0,74,2017,January,1,7,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,1,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,12-01-2017,Early Booking Discount + Special Request Bonus,5,335.0
1618,City Hotel,0,74,2017,January,1,7,2,3,2,1,0,BB,USA,Groups,TA/TO,0,0,0,D,D,4,No Deposit,330.0,234.0,0,Transient-Party,108.0,0,3,Check-Out,12-01-2017,Early Booking Discount + Special Request Bonus,5,540.0
1619,City Hotel,0,74,2017,January,1,7,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,2,No Deposit,330.0,234.0,0,Transient-Party,67.0,0,2,Check-Out,12-01-2017,Early Booking Discount + Special Request Bonus,5,335.0
1620,City Hotel,0,35,2017,January,2,12,0,1,3,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,234.0,0,Transient,100.4,0,1,Check-Out,13-01-2017,Early Booking Discount + Special Request Bonus,1,100.4
1621,City Hotel,0,87,2017,January,2,12,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,88.2,1,1,Check-Out,13-01-2017,Early Booking Discount + Special Request Bonus,1,88.2
1622,City Hotel,0,10,2017,January,2,13,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,85.29,0,0,Check-Out,16-01-2017,Generic Marketing,3,255.87
1623,City Hotel,0,1,2017,January,2,14,2,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient,69.7,0,1,Check-Out,17-01-2017,Last-Minute Deal + Special Request Bonus,3,209.10000000000002
1624,City Hotel,0,33,2017,January,2,14,2,6,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,234.0,0,Transient,72.12,0,1,Check-Out,22-01-2017,Early Booking Discount + Special Request Bonus,8,576.96
1625,City Hotel,0,34,2017,January,2,14,3,6,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,62.83,0,1,Check-Out,23-01-2017,Early Booking Discount + Special Request Bonus,9,565.47
1626,City Hotel,0,15,2017,January,3,20,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,64.31,0,1,Check-Out,24-01-2017,Generic Marketing + Special Request Bonus,4,257.24
1627,City Hotel,0,9,2017,January,3,21,2,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77.0,234.0,0,Transient-Party,65.0,0,0,Check-Out,25-01-2017,Generic Marketing,4,260.0
1628,City Hotel,0,9,2017,January,3,21,2,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77.0,234.0,0,Transient-Party,65.0,0,0,Check-Out,25-01-2017,Generic Marketing,4,260.0
1629,City Hotel,0,9,2017,January,3,21,2,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77.0,234.0,0,Transient-Party,65.0,0,0,Check-Out,25-01-2017,Generic Marketing,4,260.0
1630,City Hotel,0,8,2017,January,4,27,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,234.0,0,Transient,0.0,0,2,Check-Out,28-01-2017,Generic Marketing + Special Request Bonus,1,0.0
1631,City Hotel,0,48,2017,January,4,25,0,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,54.05,0,1,Check-Out,27-01-2017,Early Booking Discount + Special Request Bonus,2,108.1
1632,City Hotel,0,7,2017,January,4,26,0,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,57.05,1,0,Check-Out,29-01-2017,Generic Marketing,3,171.14999999999998
1633,City Hotel,0,0,2017,January,5,31,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,93.0,0,0,Check-Out,01-02-2017,Last-Minute Deal,1,93.0
1634,City Hotel,0,240,2017,February,5,1,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,79.2,0,2,Check-Out,02-02-2017,Early Booking Discount + Special Request Bonus,1,79.2
1635,City Hotel,0,2,2017,February,5,1,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,88.0,0,1,Check-Out,02-02-2017,Last-Minute Deal + Special Request Bonus,1,88.0
1636,City Hotel,0,23,2017,February,5,2,0,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,0.0,0,1,Check-Out,02-02-2017,Generic Marketing + Special Request Bonus,0,0.0
1637,City Hotel,0,13,2017,February,6,7,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,234.0,0,Transient,85.46,0,3,Check-Out,09-02-2017,Generic Marketing + Special Request Bonus,2,170.92
1638,City Hotel,0,1,2017,February,6,9,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,57.06,0,1,Check-Out,10-02-2017,Last-Minute Deal + Special Request Bonus,1,57.06
1639,City Hotel,0,23,2017,January,5,29,4,9,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,43.53,0,1,Check-Out,11-02-2017,Generic Marketing + Special Request Bonus,13,565.89
1640,City Hotel,0,12,2017,February,6,11,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,108.0,0,2,Check-Out,13-02-2017,Generic Marketing + Special Request Bonus,2,216.0
1641,City Hotel,0,22,2017,February,7,13,1,0,2,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,88.0,0,0,Check-Out,14-02-2017,Generic Marketing,1,88.0
1642,City Hotel,0,15,2017,February,7,13,1,3,2,0,0,BB,USA,Direct,Direct,0,0,0,G,G,3,No Deposit,14.0,234.0,0,Transient,223.0,0,1,Check-Out,17-02-2017,Generic Marketing + Special Request Bonus,4,892.0
1643,City Hotel,0,32,2017,February,7,14,0,4,2,0,1,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,234.0,0,Transient,57.6,0,1,Check-Out,18-02-2017,Early Booking Discount + Special Request Bonus,4,230.4
1644,City Hotel,0,2,2017,February,7,17,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,99.0,0,0,Check-Out,19-02-2017,Last-Minute Deal,2,198.0
1645,City Hotel,0,10,2017,February,7,12,3,5,2,0,0,BB,USA,Direct,Direct,0,0,0,G,G,1,No Deposit,14.0,234.0,0,Transient,222.0,0,0,Check-Out,20-02-2017,Generic Marketing,8,1776.0
1646,City Hotel,0,50,2017,February,7,16,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,65.91,0,1,Check-Out,20-02-2017,Early Booking Discount + Special Request Bonus,4,263.64
1647,City Hotel,0,2,2017,February,7,17,2,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,78.54,0,0,Check-Out,22-02-2017,Last-Minute Deal,5,392.70000000000005
1648,City Hotel,0,2,2017,February,7,18,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,59.4,0,0,Check-Out,22-02-2017,Last-Minute Deal,4,237.6
1649,City Hotel,0,18,2017,February,8,23,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,158.0,0,0,Check-Out,24-02-2017,Generic Marketing,1,158.0
1650,City Hotel,0,0,2017,February,8,23,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152.0,234.0,0,Transient,58.31,0,0,Check-Out,24-02-2017,Last-Minute Deal,1,58.31
1651,City Hotel,0,1,2017,February,8,23,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,83.0,0,0,Check-Out,25-02-2017,Last-Minute Deal,2,166.0
1652,City Hotel,0,1,2017,February,8,24,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,234.0,0,Transient,51.66,0,0,Check-Out,25-02-2017,Last-Minute Deal,1,51.66
1653,City Hotel,0,16,2017,February,8,22,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,100.73,0,1,Check-Out,26-02-2017,Generic Marketing + Special Request Bonus,4,402.92
1654,City Hotel,0,0,2017,February,8,25,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,234.0,0,Transient,64.95,0,0,Check-Out,26-02-2017,Last-Minute Deal,1,64.95
1655,City Hotel,0,11,2017,January,3,15,13,30,0,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,K,14,No Deposit,9.0,234.0,0,Transient,0.0,0,0,Check-Out,27-02-2017,Generic Marketing,43,0.0
1656,City Hotel,0,3,2017,February,9,27,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,62.4,0,0,Check-Out,28-02-2017,Last-Minute Deal,1,62.4
1657,City Hotel,0,0,2017,February,9,26,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,234.0,0,Transient,58.31,0,0,Check-Out,28-02-2017,Last-Minute Deal,2,116.62
1658,City Hotel,0,154,2017,March,9,1,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,93.6,0,2,Check-Out,02-03-2017,Early Booking Discount + Special Request Bonus,1,93.6
1659,City Hotel,0,1,2017,March,9,2,0,1,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,88.0,0,1,Check-Out,03-03-2017,Last-Minute Deal + Special Request Bonus,1,88.0
1660,City Hotel,0,48,2017,March,9,2,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,77.0,0,0,Check-Out,03-03-2017,Early Booking Discount,1,77.0
1661,City Hotel,0,0,2017,March,9,3,0,1,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,74.78223350253808,234.0,0,Transient,88.0,0,0,Check-Out,04-03-2017,Last-Minute Deal,1,88.0
1662,City Hotel,0,235,2017,March,9,3,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,60.98,0,1,Check-Out,04-03-2017,Early Booking Discount + Special Request Bonus,1,60.98
1663,City Hotel,0,23,2017,March,9,2,0,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,88.0,0,1,Check-Out,05-03-2017,Generic Marketing + Special Request Bonus,3,264.0
1664,City Hotel,0,27,2017,March,9,3,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,108.0,0,0,Check-Out,06-03-2017,Generic Marketing,3,324.0
1665,City Hotel,0,15,2017,March,9,2,1,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,74.8,0,1,Check-Out,06-03-2017,Generic Marketing + Special Request Bonus,4,299.2
1666,City Hotel,0,11,2017,March,10,5,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,95.4,0,0,Check-Out,07-03-2017,Generic Marketing,2,190.8
1667,City Hotel,0,286,2017,March,9,4,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,63.06,0,1,Check-Out,07-03-2017,Early Booking Discount + Special Request Bonus,3,189.18
