hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,35,2017,January,2,12,0,1,3,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,100.4,0,1,Check-Out,13-01-2017
City Hotel,0,87,2017,January,2,12,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.2,1,1,Check-Out,13-01-2017
City Hotel,0,10,2017,January,2,13,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,85.29,0,0,Check-Out,16-01-2017
City Hotel,0,1,2017,January,2,14,2,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,69.7,0,1,Check-Out,17-01-2017
City Hotel,0,33,2017,January,2,14,2,6,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,72.12,0,1,Check-Out,22-01-2017
City Hotel,0,34,2017,January,2,14,3,6,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,62.83,0,1,Check-Out,23-01-2017
City Hotel,0,15,2017,January,3,20,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,64.31,0,1,Check-Out,24-01-2017
City Hotel,0,9,2017,January,3,21,2,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77,,0,Transient-Party,65,0,0,Check-Out,25-01-2017
City Hotel,0,9,2017,January,3,21,2,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77,,0,Transient-Party,65,0,0,Check-Out,25-01-2017
City Hotel,0,9,2017,January,3,21,2,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77,,0,Transient-Party,65,0,0,Check-Out,25-01-2017
City Hotel,0,8,2017,January,4,27,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,0,0,2,Check-Out,28-01-2017
City Hotel,0,48,2017,January,4,25,0,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,54.05,0,1,Check-Out,27-01-2017
City Hotel,0,7,2017,January,4,26,0,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,57.05,1,0,Check-Out,29-01-2017
City Hotel,0,0,2017,January,5,31,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,93,0,0,Check-Out,01-02-2017
City Hotel,0,240,2017,February,5,1,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,2,Check-Out,02-02-2017
City Hotel,0,2,2017,February,5,1,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,1,Check-Out,02-02-2017
City Hotel,0,23,2017,February,5,2,0,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,0,0,1,Check-Out,02-02-2017
City Hotel,0,13,2017,February,6,7,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,85.46,0,3,Check-Out,09-02-2017
City Hotel,0,1,2017,February,6,9,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,57.06,0,1,Check-Out,10-02-2017
City Hotel,0,23,2017,January,5,29,4,9,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,43.53,0,1,Check-Out,11-02-2017
City Hotel,0,12,2017,February,6,11,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,2,Check-Out,13-02-2017
City Hotel,0,22,2017,February,7,13,1,0,2,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,88,0,0,Check-Out,14-02-2017
City Hotel,0,15,2017,February,7,13,1,3,2,0,0,BB,USA,Direct,Direct,0,0,0,G,G,3,No Deposit,14,,0,Transient,223,0,1,Check-Out,17-02-2017
City Hotel,0,32,2017,February,7,14,0,4,2,0,1,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,57.6,0,1,Check-Out,18-02-2017
City Hotel,0,2,2017,February,7,17,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,0,Check-Out,19-02-2017
City Hotel,0,10,2017,February,7,12,3,5,2,0,0,BB,USA,Direct,Direct,0,0,0,G,G,1,No Deposit,14,,0,Transient,222,0,0,Check-Out,20-02-2017
City Hotel,0,50,2017,February,7,16,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,65.91,0,1,Check-Out,20-02-2017
City Hotel,0,2,2017,February,7,17,2,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,78.54,0,0,Check-Out,22-02-2017
City Hotel,0,2,2017,February,7,18,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,59.4,0,0,Check-Out,22-02-2017
City Hotel,0,18,2017,February,8,23,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,158,0,0,Check-Out,24-02-2017
City Hotel,0,0,2017,February,8,23,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152,,0,Transient,58.31,0,0,Check-Out,24-02-2017
City Hotel,0,1,2017,February,8,23,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,83,0,0,Check-Out,25-02-2017
City Hotel,0,1,2017,February,8,24,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient,51.66,0,0,Check-Out,25-02-2017
City Hotel,0,16,2017,February,8,22,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,100.73,0,1,Check-Out,26-02-2017
City Hotel,0,0,2017,February,8,25,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient,64.95,0,0,Check-Out,26-02-2017
City Hotel,0,11,2017,January,3,15,13,30,0,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,K,14,No Deposit,9,,0,Transient,0,0,0,Check-Out,27-02-2017
City Hotel,0,3,2017,February,9,27,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,62.4,0,0,Check-Out,28-02-2017
City Hotel,0,0,2017,February,9,26,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient,58.31,0,0,Check-Out,28-02-2017
City Hotel,0,154,2017,March,9,1,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.6,0,2,Check-Out,02-03-2017
City Hotel,0,1,2017,March,9,2,0,1,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,88,0,1,Check-Out,03-03-2017
City Hotel,0,48,2017,March,9,2,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,77,0,0,Check-Out,03-03-2017
City Hotel,0,0,2017,March,9,3,0,1,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,88,0,0,Check-Out,04-03-2017
City Hotel,0,235,2017,March,9,3,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,60.98,0,1,Check-Out,04-03-2017
City Hotel,0,23,2017,March,9,2,0,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,1,Check-Out,05-03-2017
City Hotel,0,27,2017,March,9,3,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Check-Out,06-03-2017
City Hotel,0,15,2017,March,9,2,1,3,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,1,Check-Out,06-03-2017
City Hotel,0,11,2017,March,10,5,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,95.4,0,0,Check-Out,07-03-2017
City Hotel,0,286,2017,March,9,4,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,63.06,0,1,Check-Out,07-03-2017
City Hotel,0,22,2017,March,9,4,2,2,2,2,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14,,0,Transient,223,0,0,Check-Out,08-03-2017
City Hotel,0,226,2017,March,10,7,0,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,72,0,0,Check-Out,09-03-2017
City Hotel,0,103,2017,March,10,5,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,72.94,0,0,Check-Out,09-03-2017
City Hotel,0,103,2017,March,10,5,2,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,64.14,0,0,Check-Out,09-03-2017
City Hotel,0,0,2017,March,10,8,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152,,0,Transient,64.95,0,0,Check-Out,09-03-2017
City Hotel,0,23,2017,March,10,9,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,0,Check-Out,10-03-2017
City Hotel,0,22,2017,March,10,11,0,1,1,0,0,BB,USA,Corporate,Corporate,0,0,0,A,G,0,No Deposit,,197,0,Transient,85,0,0,Check-Out,12-03-2017
City Hotel,0,2,2017,March,10,11,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,78.4,0,0,Check-Out,12-03-2017
City Hotel,0,0,2017,March,10,7,0,5,1,0,0,BB,USA,Direct,Direct,0,0,0,D,A,0,No Deposit,,,0,Transient,90,0,0,Check-Out,12-03-2017
City Hotel,0,7,2017,March,10,6,1,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,137.13,0,0,Check-Out,12-03-2017
City Hotel,0,57,2017,March,10,11,0,1,2,0,0,BB,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,,0,Transient,108,0,0,Check-Out,12-03-2017
City Hotel,0,49,2017,March,10,10,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,83,,0,Transient,86.76,1,1,Check-Out,13-03-2017
City Hotel,0,15,2017,March,11,14,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,90.4,0,0,Check-Out,15-03-2017
City Hotel,0,52,2017,March,11,12,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,100.3,0,1,Check-Out,16-03-2017
City Hotel,0,30,2017,March,11,14,0,2,1,0,0,BB,USA,Online TA,GDS,0,0,0,E,E,0,No Deposit,195,,0,Transient,153,0,0,Check-Out,16-03-2017
City Hotel,0,38,2017,March,11,16,0,1,1,1,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,98,0,0,Check-Out,17-03-2017
City Hotel,0,0,2017,March,11,16,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,103,0,0,Check-Out,17-03-2017
City Hotel,0,71,2017,March,11,17,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,60.98,0,1,Check-Out,18-03-2017
City Hotel,0,72,2017,March,11,15,0,3,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,79.2,0,2,Check-Out,18-03-2017
City Hotel,0,1,2017,March,11,16,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,76.44,0,0,Check-Out,18-03-2017
City Hotel,0,51,2017,March,10,11,2,6,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,57.6,0,0,Check-Out,19-03-2017
City Hotel,0,6,2017,March,11,18,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,0,Check-Out,19-03-2017
City Hotel,0,110,2017,March,11,18,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,,0,Transient,106.2,0,2,Check-Out,20-03-2017
City Hotel,0,25,2017,March,12,19,2,0,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,143,0,0,Check-Out,21-03-2017
City Hotel,0,51,2017,March,12,19,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,0,Check-Out,21-03-2017
City Hotel,0,59,2017,March,12,20,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,106.2,0,2,Check-Out,22-03-2017
City Hotel,0,43,2017,March,12,20,1,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,A,1,No Deposit,14,,0,Transient,141.7,0,1,Check-Out,22-03-2017
City Hotel,0,25,2017,March,12,19,2,2,2,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,,0,Transient,106.08,0,0,Check-Out,23-03-2017
City Hotel,0,1,2017,March,12,22,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient,65.6,0,0,Check-Out,23-03-2017
City Hotel,0,93,2017,March,12,21,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,91.93,0,1,Check-Out,25-03-2017
City Hotel,0,113,2017,March,12,19,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,70.68,0,1,Check-Out,25-03-2017
City Hotel,0,0,2017,March,13,28,0,1,1,0,0,BB,USA,Online TA,TA/TO,1,0,0,G,G,1,No Deposit,9,,0,Transient,108,0,2,Check-Out,29-03-2017
City Hotel,0,0,2017,June,24,13,0,2,1,0,0,BB,USA,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,9,,0,Transient,150,0,1,Check-Out,15-06-2017
City Hotel,1,31,2017,July,29,16,2,0,1,0,0,BB,USA,Direct,Direct,1,0,2,A,A,1,No Deposit,,,0,Transient,135,0,2,No-Show,16-07-2017
City Hotel,0,112,2017,March,13,26,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.2,0,2,Check-Out,29-03-2017
City Hotel,0,14,2017,March,13,28,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9,,0,Transient,128,0,0,Check-Out,29-03-2017
City Hotel,0,88,2017,March,13,31,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,88.2,0,1,Check-Out,01-04-2017
City Hotel,0,116,2017,March,13,30,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,142.2,0,2,Check-Out,01-04-2017
City Hotel,0,9,2017,April,14,2,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,100.2,0,0,Check-Out,03-04-2017
City Hotel,0,159,2017,March,13,31,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,71.57,0,1,Check-Out,04-04-2017
City Hotel,0,74,2017,April,14,3,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,97.02,0,0,Check-Out,07-04-2017
City Hotel,0,74,2017,April,14,3,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,97.02,0,0,Check-Out,07-04-2017
City Hotel,0,65,2017,April,14,2,2,4,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,76.23,0,1,Check-Out,08-04-2017
City Hotel,0,14,2017,April,14,7,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,138,1,0,Check-Out,08-04-2017
City Hotel,0,91,2017,April,14,5,0,4,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7,,0,Transient,69.3,0,1,Check-Out,09-04-2017
City Hotel,0,81,2017,April,14,5,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,127.8,0,1,Check-Out,09-04-2017
City Hotel,0,1,2017,April,14,7,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,120,0,1,Check-Out,10-04-2017
City Hotel,0,116,2017,April,15,9,2,0,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,166.5,0,3,Check-Out,11-04-2017
City Hotel,0,30,2017,April,14,8,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,180,0,0,Check-Out,11-04-2017
City Hotel,0,102,2017,April,15,9,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,0,Check-Out,12-04-2017
City Hotel,0,202,2017,April,15,9,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.4,0,2,Check-Out,12-04-2017
City Hotel,0,202,2017,April,15,9,2,1,0,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient,103.05,0,1,Check-Out,12-04-2017
City Hotel,0,202,2017,April,15,9,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,158.4,1,2,Check-Out,12-04-2017
City Hotel,0,202,2017,April,15,9,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9,,0,Transient,215.1,1,1,Check-Out,12-04-2017
City Hotel,0,0,2017,April,15,10,1,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,162.67,1,1,Check-Out,13-04-2017
City Hotel,0,50,2017,April,15,13,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Check-Out,14-04-2017
City Hotel,0,50,2017,April,15,13,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Check-Out,14-04-2017
City Hotel,0,66,2017,April,15,11,0,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,,0,Transient,253.33,0,2,Check-Out,14-04-2017
City Hotel,0,70,2017,April,15,11,0,3,3,0,0,HB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,192,0,3,Check-Out,14-04-2017
City Hotel,0,9,2017,April,15,13,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,210,0,1,Check-Out,16-04-2017
City Hotel,0,34,2017,April,15,15,0,1,3,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,185,0,0,Check-Out,16-04-2017
City Hotel,0,1,2017,April,15,15,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,121.59,0,1,Check-Out,16-04-2017
City Hotel,0,34,2017,April,15,15,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120,0,1,Check-Out,17-04-2017
City Hotel,0,11,2017,April,15,14,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,106,0,1,Check-Out,18-04-2017
City Hotel,0,177,2017,April,15,15,2,1,2,0,0,HB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,2,,0,Transient-Party,105.33,0,1,Check-Out,18-04-2017
City Hotel,0,177,2017,April,15,15,2,1,2,0,0,HB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,2,,0,Transient-Party,105.33,0,1,Check-Out,18-04-2017
City Hotel,0,83,2017,April,16,18,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,108,0,1,Check-Out,19-04-2017
City Hotel,0,1,2017,April,16,18,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,160,0,1,Check-Out,19-04-2017
City Hotel,0,64,2017,April,16,17,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,3,Check-Out,20-04-2017
City Hotel,0,83,2017,April,16,17,1,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,72.42,0,0,Check-Out,20-04-2017
City Hotel,0,71,2017,April,16,17,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,171,0,2,Check-Out,20-04-2017
City Hotel,0,257,2017,April,15,13,2,6,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9,,0,Transient,201.66,0,1,Check-Out,21-04-2017
City Hotel,0,255,2017,April,15,13,2,6,0,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,,0,Transient,101.7,0,1,Check-Out,21-04-2017
City Hotel,0,28,2017,April,16,21,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,D,1,No Deposit,14,,0,Transient,93.5,0,0,Check-Out,22-04-2017
City Hotel,0,28,2017,April,16,21,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,D,1,No Deposit,14,,0,Transient,93.5,0,0,Check-Out,22-04-2017
City Hotel,0,25,2017,April,16,21,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,148,1,0,Check-Out,22-04-2017
City Hotel,0,75,2017,April,16,21,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,171,0,1,Check-Out,24-04-2017
City Hotel,0,130,2017,April,16,22,2,2,2,0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,89,0,1,Check-Out,26-04-2017
City Hotel,0,74,2017,April,17,24,1,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,171,0,0,Check-Out,26-04-2017
City Hotel,0,130,2017,April,16,22,2,2,2,0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,89,0,1,Check-Out,26-04-2017
City Hotel,0,73,2017,April,17,23,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,108,0,0,Check-Out,26-04-2017
City Hotel,0,73,2017,April,17,23,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,108,0,0,Check-Out,26-04-2017
City Hotel,0,279,2017,April,17,24,1,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,109.8,0,1,Check-Out,27-04-2017
City Hotel,0,40,2017,April,17,26,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,174,0,3,Check-Out,28-04-2017
City Hotel,0,317,2017,April,17,25,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,118.8,0,2,Check-Out,28-04-2017
City Hotel,0,26,2017,April,17,27,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115,0,3,Check-Out,28-04-2017
City Hotel,0,79,2017,April,17,26,0,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,171,0,0,Check-Out,29-04-2017
City Hotel,0,153,2017,April,17,27,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,96.25,0,0,Check-Out,29-04-2017
City Hotel,0,21,2017,April,17,29,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115,0,2,Check-Out,30-04-2017
City Hotel,0,21,2017,April,17,29,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115,0,2,Check-Out,30-04-2017
City Hotel,0,128,2017,April,18,30,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14,,0,Transient,200,0,0,Check-Out,01-05-2017
City Hotel,0,134,2017,April,18,30,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,144,0,0,Check-Out,01-05-2017
City Hotel,0,325,2017,May,18,1,1,0,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,93.5,0,1,Check-Out,02-05-2017
City Hotel,0,327,2017,May,18,2,0,2,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,,0,Group,93.5,0,1,Check-Out,04-05-2017
City Hotel,0,325,2017,May,18,1,1,0,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,93.5,0,0,Check-Out,02-05-2017
City Hotel,0,327,2017,May,18,2,0,2,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,,0,Group,93.5,0,0,Check-Out,04-05-2017
City Hotel,0,166,2017,May,18,1,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,2,Check-Out,03-05-2017
City Hotel,0,47,2017,May,18,2,0,1,2,0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,80.1,0,0,Check-Out,03-05-2017
City Hotel,0,256,2017,May,18,2,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,110,0,1,Check-Out,03-05-2017
City Hotel,0,96,2017,May,18,1,1,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,105,0,2,Check-Out,03-05-2017
